,基金简称,优仓数目_所属基金数,优仓数目_被持仓市值,平均占比,基金代码,日增长率,近1周,近1月,近3月,近半年,近1年,近2年,近3年,今年来,成立来
24705,简称缺失,1,1,0,015751,,,,,,,,,,
12898,简称缺失,1,1,0,014130,,,,,,,,,,
24707,简称缺失,1,1,0,015686,,,,,,,,,,
24708,简称缺失,1,1,0,015683,,,,,,,,,,
24688,简称缺失,1,1,0,019548,,,,,,,,,,
24689,简称缺失,1,1,0,018994,,,,,,,,,,
24690,简称缺失,1,1,0,017811,,,,,,,,,,
24691,简称缺失,1,1,0,017437,,,,,,,,,,
24692,简称缺失,1,1,0,016616,,,,,,,,,,
13344,简称缺失,1,1,0,002036,,,,,,,,,,
13345,简称缺失,1,1,0,001770,,,,,,,,,,
13346,简称缺失,1,1,0,001618,,,,,,,,,,
13347,简称缺失,1,1,0,001593,,,,,,,,,,
13348,简称缺失,1,1,0,001557,,,,,,,,,,
13349,简称缺失,1,1,0,001407,,,,,,,,,,
13350,简称缺失,1,1,0,001301,,,,,,,,,,
24706,简称缺失,1,1,0,015690,,,,,,,,,,
24728,简称缺失,1,1,0,014130,,,,,,,,,,
24729,简称缺失,1,1,0,013841,,,,,,,,,,
24730,简称缺失,1,1,0,013811,,,,,,,,,,
24731,简称缺失,1,1,0,013642,,,,,,,,,,
24732,简称缺失,1,1,0,013620,,,,,,,,,,
24733,简称缺失,1,1,0,013533,,,,,,,,,,
24734,简称缺失,1,1,0,013466,,,,,,,,,,
24735,简称缺失,1,1,0,013340,,,,,,,,,,
24736,简称缺失,1,1,0,013311,,,,,,,,,,
24737,简称缺失,1,1,0,013305,,,,,,,,,,
24738,简称缺失,1,1,0,013277,,,,,,,,,,
24739,简称缺失,1,1,0,013010,,,,,,,,,,
24740,简称缺失,1,1,0,012970,,,,,,,,,,
24724,简称缺失,1,1,0,014243,,,,,,,,,,
24710,简称缺失,1,1,0,015508,,,,,,,,,,
24711,简称缺失,1,1,0,015454,,,,,,,,,,
24712,简称缺失,1,1,0,015144,,,,,,,,,,
24713,简称缺失,1,1,0,015039,,,,,,,,,,
24714,简称缺失,1,1,0,014985,,,,,,,,,,
24715,简称缺失,1,1,0,014954,,,,,,,,,,
24716,简称缺失,1,1,0,014855,,,,,,,,,,
24717,简称缺失,1,1,0,014728,,,,,,,,,,
24718,简称缺失,1,1,0,014662,,,,,,,,,,
24719,简称缺失,1,1,0,014642,,,,,,,,,,
24720,简称缺失,1,1,0,014544,,,,,,,,,,
24721,简称缺失,1,1,0,014377,,,,,,,,,,
24722,简称缺失,1,1,0,014345,,,,,,,,,,
24723,简称缺失,1,1,0,014320,,,,,,,,,,
24709,简称缺失,1,1,0,015642,,,,,,,,,,
13326,简称缺失,1,1,0,005491,,,,,,,,,,
13327,简称缺失,1,1,0,005300,,,,,,,,,,
13296,简称缺失,1,1,0,008920,,,,,,,,,,
13297,简称缺失,1,1,0,008586,,,,,,,,,,
13298,简称缺失,1,1,0,008532,,,,,,,,,,
13299,简称缺失,1,1,0,008419,,,,,,,,,,
13300,简称缺失,1,1,0,008327,,,,,,,,,,
13301,简称缺失,1,1,0,008319,,,,,,,,,,
13302,简称缺失,1,1,0,008282,,,,,,,,,,
13303,简称缺失,1,1,0,008187,,,,,,,,,,
13304,简称缺失,1,1,0,008182,,,,,,,,,,
13305,简称缺失,1,1,0,008087,,,,,,,,,,
13306,简称缺失,1,1,0,008021,,,,,,,,,,
13328,简称缺失,1,1,0,004815,,,,,,,,,,
13308,简称缺失,1,1,0,007818,,,,,,,,,,
13309,简称缺失,1,1,0,007509,,,,,,,,,,
13310,简称缺失,1,1,0,007491,,,,,,,,,,
13311,简称缺失,1,1,0,007465,,,,,,,,,,
13280,简称缺失,1,1,0,010655,,,,,,,,,,
13281,简称缺失,1,1,0,010422,,,,,,,,,,
13282,简称缺失,1,1,0,010392,,,,,,,,,,
13283,简称缺失,1,1,0,010372,,,,,,,,,,
13284,简称缺失,1,1,0,010236,,,,,,,,,,
13285,简称缺失,1,1,0,010214,,,,,,,,,,
13286,简称缺失,1,1,0,010004,,,,,,,,,,
13287,简称缺失,1,1,0,009995,,,,,,,,,,
13288,简称缺失,1,1,0,009727,,,,,,,,,,
13289,简称缺失,1,1,0,009708,,,,,,,,,,
13307,简称缺失,1,1,0,007950,,,,,,,,,,
13329,简称缺失,1,1,0,004744,,,,,,,,,,
13330,简称缺失,1,1,0,004433,,,,,,,,,,
13331,简称缺失,1,1,0,004348,,,,,,,,,,
13332,简称缺失,1,1,0,004343,,,,,,,,,,
13333,简称缺失,1,1,0,004241,,,,,,,,,,
13334,简称缺失,1,1,0,004237,,,,,,,,,,
13335,简称缺失,1,1,0,004235,,,,,,,,,,
13336,简称缺失,1,1,0,004195,,,,,,,,,,
13337,简称缺失,1,1,0,003766,,,,,,,,,,
13338,简称缺失,1,1,0,003305,,,,,,,,,,
13339,简称缺失,1,1,0,002207,,,,,,,,,,
13340,简称缺失,1,1,0,002170,,,,,,,,,,
13341,简称缺失,1,1,0,002112,,,,,,,,,,
13325,简称缺失,1,1,0,005633,,,,,,,,,,
13343,简称缺失,1,1,0,002052,,,,,,,,,,
13312,简称缺失,1,1,0,007450,,,,,,,,,,
13313,简称缺失,1,1,0,007356,,,,,,,,,,
13314,简称缺失,1,1,0,007301,,,,,,,,,,
13315,简称缺失,1,1,0,007127,,,,,,,,,,
13316,简称缺失,1,1,0,007029,,,,,,,,,,
13317,简称缺失,1,1,0,006888,,,,,,,,,,
13318,简称缺失,1,1,0,006594,,,,,,,,,,
13319,简称缺失,1,1,0,006503,,,,,,,,,,
13320,简称缺失,1,1,0,006328,,,,,,,,,,
13321,简称缺失,1,1,0,006249,,,,,,,,,,
13322,简称缺失,1,1,0,005963,,,,,,,,,,
13323,简称缺失,1,1,0,005919,,,,,,,,,,
13324,简称缺失,1,1,0,005763,,,,,,,,,,
13342,简称缺失,1,1,0,002096,,,,,,,,,,
24833,简称缺失,1,1,0,002112,,,,,,,,,,
24834,简称缺失,1,1,0,002096,,,,,,,,,,
24835,简称缺失,1,1,0,002052,,,,,,,,,,
24836,简称缺失,1,1,0,002036,,,,,,,,,,
24805,简称缺失,1,1,0,007356,,,,,,,,,,
24806,简称缺失,1,1,0,007301,,,,,,,,,,
24807,简称缺失,1,1,0,007127,,,,,,,,,,
24808,简称缺失,1,1,0,007029,,,,,,,,,,
24809,简称缺失,1,1,0,006888,,,,,,,,,,
24810,简称缺失,1,1,0,006594,,,,,,,,,,
24811,简称缺失,1,1,0,006503,,,,,,,,,,
24812,简称缺失,1,1,0,006328,,,,,,,,,,
24813,简称缺失,1,1,0,006249,,,,,,,,,,
24727,简称缺失,1,1,0,014143,,,,,,,,,,
24815,简称缺失,1,1,0,005919,,,,,,,,,,
24816,简称缺失,1,1,0,005763,,,,,,,,,,
24817,简称缺失,1,1,0,005633,,,,,,,,,,
24818,简称缺失,1,1,0,005491,,,,,,,,,,
24819,简称缺失,1,1,0,005300,,,,,,,,,,
24820,简称缺失,1,1,0,004815,,,,,,,,,,
24789,简称缺失,1,1,0,008586,,,,,,,,,,
24790,简称缺失,1,1,0,008532,,,,,,,,,,
24791,简称缺失,1,1,0,008419,,,,,,,,,,
24792,简称缺失,1,1,0,008327,,,,,,,,,,
24793,简称缺失,1,1,0,008319,,,,,,,,,,
24794,简称缺失,1,1,0,008282,,,,,,,,,,
24795,简称缺失,1,1,0,008187,,,,,,,,,,
24796,简称缺失,1,1,0,008182,,,,,,,,,,
24814,简称缺失,1,1,0,005963,,,,,,,,,,
7761,简称缺失,1,0,1,003305,,,,,,,,,,
7762,简称缺失,1,0,1,002207,,,,,,,,,,
7763,简称缺失,1,0,1,002170,,,,,,,,,,
7764,简称缺失,1,0,1,002112,,,,,,,,,,
7765,简称缺失,1,0,1,002096,,,,,,,,,,
7766,简称缺失,1,0,1,002052,,,,,,,,,,
7767,简称缺失,1,0,1,002036,,,,,,,,,,
7768,简称缺失,1,0,1,001770,,,,,,,,,,
7769,简称缺失,1,0,1,001618,,,,,,,,,,
7770,简称缺失,1,0,1,001593,,,,,,,,,,
7771,简称缺失,1,0,1,001557,,,,,,,,,,
24837,简称缺失,1,1,0,001770,,,,,,,,,,
24838,简称缺失,1,1,0,001618,,,,,,,,,,
24832,简称缺失,1,1,0,002170,,,,,,,,,,
24840,简称缺失,1,1,0,001557,,,,,,,,,,
24841,简称缺失,1,1,0,001407,,,,,,,,,,
24842,简称缺失,1,1,0,001301,,,,,,,,,,
24821,简称缺失,1,1,0,004744,,,,,,,,,,
24822,简称缺失,1,1,0,004433,,,,,,,,,,
24823,简称缺失,1,1,0,004348,,,,,,,,,,
24824,简称缺失,1,1,0,004343,,,,,,,,,,
24825,简称缺失,1,1,0,004241,,,,,,,,,,
24826,简称缺失,1,1,0,004237,,,,,,,,,,
24827,简称缺失,1,1,0,004235,,,,,,,,,,
24828,简称缺失,1,1,0,004195,,,,,,,,,,
24829,简称缺失,1,1,0,003766,,,,,,,,,,
24830,简称缺失,1,1,0,003305,,,,,,,,,,
24831,简称缺失,1,1,0,002207,,,,,,,,,,
24839,简称缺失,1,1,0,001593,,,,,,,,,,
24763,简称缺失,1,1,0,011237,,,,,,,,,,
24764,简称缺失,1,1,0,011145,,,,,,,,,,
24765,简称缺失,1,1,0,011120,,,,,,,,,,
24766,简称缺失,1,1,0,011117,,,,,,,,,,
24767,简称缺失,1,1,0,011068,,,,,,,,,,
24768,简称缺失,1,1,0,011036,,,,,,,,,,
24769,简称缺失,1,1,0,010865,,,,,,,,,,
24770,简称缺失,1,1,0,010827,,,,,,,,,,
24771,简称缺失,1,1,0,010791,,,,,,,,,,
24772,简称缺失,1,1,0,010655,,,,,,,,,,
24741,简称缺失,1,1,0,012908,,,,,,,,,,
24742,简称缺失,1,1,0,012895,,,,,,,,,,
24743,简称缺失,1,1,0,012734,,,,,,,,,,
24797,简称缺失,1,1,0,008087,,,,,,,,,,
24745,简称缺失,1,1,0,012630,,,,,,,,,,
24746,简称缺失,1,1,0,012553,,,,,,,,,,
24747,简称缺失,1,1,0,012429,,,,,,,,,,
24748,简称缺失,1,1,0,012125,,,,,,,,,,
24749,简称缺失,1,1,0,011892,,,,,,,,,,
24750,简称缺失,1,1,0,011840,,,,,,,,,,
24751,简称缺失,1,1,0,011615,,,,,,,,,,
24752,简称缺失,1,1,0,011613,,,,,,,,,,
24753,简称缺失,1,1,0,011609,,,,,,,,,,
24754,简称缺失,1,1,0,011584,,,,,,,,,,
24755,简称缺失,1,1,0,011499,,,,,,,,,,
24756,简称缺失,1,1,0,011452,,,,,,,,,,
24725,简称缺失,1,1,0,014162,,,,,,,,,,
24726,简称缺失,1,1,0,014156,,,,,,,,,,
24744,简称缺失,1,1,0,012651,,,,,,,,,,
24798,简称缺失,1,1,0,008021,,,,,,,,,,
24799,简称缺失,1,1,0,007950,,,,,,,,,,
24800,简称缺失,1,1,0,007818,,,,,,,,,,
24801,简称缺失,1,1,0,007509,,,,,,,,,,
24802,简称缺失,1,1,0,007491,,,,,,,,,,
24803,简称缺失,1,1,0,007465,,,,,,,,,,
24804,简称缺失,1,1,0,007450,,,,,,,,,,
24773,简称缺失,1,1,0,010422,,,,,,,,,,
24774,简称缺失,1,1,0,010392,,,,,,,,,,
24775,简称缺失,1,1,0,010372,,,,,,,,,,
24776,简称缺失,1,1,0,010236,,,,,,,,,,
24777,简称缺失,1,1,0,010214,,,,,,,,,,
24778,简称缺失,1,1,0,010004,,,,,,,,,,
24762,简称缺失,1,1,0,011301,,,,,,,,,,
24780,简称缺失,1,1,0,009727,,,,,,,,,,
24781,简称缺失,1,1,0,009708,,,,,,,,,,
24782,简称缺失,1,1,0,009505,,,,,,,,,,
24783,简称缺失,1,1,0,009478,,,,,,,,,,
24784,简称缺失,1,1,0,009034,,,,,,,,,,
24785,简称缺失,1,1,0,008989,,,,,,,,,,
24786,简称缺失,1,1,0,008987,,,,,,,,,,
24787,简称缺失,1,1,0,008981,,,,,,,,,,
24788,简称缺失,1,1,0,008920,,,,,,,,,,
24757,简称缺失,1,1,0,011412,,,,,,,,,,
24758,简称缺失,1,1,0,011400,,,,,,,,,,
24759,简称缺失,1,1,0,011370,,,,,,,,,,
24760,简称缺失,1,1,0,011329,,,,,,,,,,
24761,简称缺失,1,1,0,011306,,,,,,,,,,
24779,简称缺失,1,1,0,009995,,,,,,,,,,
13004,简称缺失,1,1,0,002096,,,,,,,,,,
13005,简称缺失,1,1,0,002052,,,,,,,,,,
13006,简称缺失,1,1,0,002036,,,,,,,,,,
13007,简称缺失,1,1,0,001770,,,,,,,,,,
12976,简称缺失,1,1,0,007301,,,,,,,,,,
12977,简称缺失,1,1,0,007127,,,,,,,,,,
12978,简称缺失,1,1,0,007029,,,,,,,,,,
12979,简称缺失,1,1,0,006888,,,,,,,,,,
12980,简称缺失,1,1,0,006594,,,,,,,,,,
12981,简称缺失,1,1,0,006503,,,,,,,,,,
12982,简称缺失,1,1,0,006328,,,,,,,,,,
12983,简称缺失,1,1,0,006249,,,,,,,,,,
12984,简称缺失,1,1,0,005963,,,,,,,,,,
13290,简称缺失,1,1,0,009505,,,,,,,,,,
12986,简称缺失,1,1,0,005763,,,,,,,,,,
12987,简称缺失,1,1,0,005633,,,,,,,,,,
12988,简称缺失,1,1,0,005491,,,,,,,,,,
12989,简称缺失,1,1,0,005300,,,,,,,,,,
12990,简称缺失,1,1,0,004815,,,,,,,,,,
12991,简称缺失,1,1,0,004744,,,,,,,,,,
12960,简称缺失,1,1,0,008532,,,,,,,,,,
12961,简称缺失,1,1,0,008419,,,,,,,,,,
12962,简称缺失,1,1,0,008327,,,,,,,,,,
12963,简称缺失,1,1,0,008319,,,,,,,,,,
12964,简称缺失,1,1,0,008282,,,,,,,,,,
12965,简称缺失,1,1,0,008187,,,,,,,,,,
12966,简称缺失,1,1,0,008182,,,,,,,,,,
12967,简称缺失,1,1,0,008087,,,,,,,,,,
12985,简称缺失,1,1,0,005919,,,,,,,,,,
8797,简称缺失,1,1,0,015857,,,,,,,,,,
8798,简称缺失,1,1,0,021500,,,,,,,,,,
8799,简称缺失,1,1,0,008888,,,,,,,,,,
13012,简称缺失,1,1,0,001301,,,,,,,,,,
12992,简称缺失,1,1,0,004433,,,,,,,,,,
12993,简称缺失,1,1,0,004348,,,,,,,,,,
12994,简称缺失,1,1,0,004343,,,,,,,,,,
12995,简称缺失,1,1,0,004241,,,,,,,,,,
8803,简称缺失,1,1,0,018994,,,,,,,,,,
8804,简称缺失,1,1,0,017811,,,,,,,,,,
8805,简称缺失,1,1,0,017437,,,,,,,,,,
8806,简称缺失,1,1,0,016616,,,,,,,,,,
8807,简称缺失,1,1,0,016600,,,,,,,,,,
13003,简称缺失,1,1,0,002112,,,,,,,,,,
8809,简称缺失,1,1,0,016371,,,,,,,,,,
8810,简称缺失,1,1,0,016283,,,,,,,,,,
8811,简称缺失,1,1,0,016238,,,,,,,,,,
8812,简称缺失,1,1,0,016068,,,,,,,,,,
8813,简称缺失,1,1,0,016049,,,,,,,,,,
8814,简称缺失,1,1,0,015971,,,,,,,,,,
8815,简称缺失,1,1,0,015968,,,,,,,,,,
12996,简称缺失,1,1,0,004237,,,,,,,,,,
12997,简称缺失,1,1,0,004235,,,,,,,,,,
12998,简称缺失,1,1,0,004195,,,,,,,,,,
12999,简称缺失,1,1,0,003766,,,,,,,,,,
13000,简称缺失,1,1,0,003305,,,,,,,,,,
13001,简称缺失,1,1,0,002207,,,,,,,,,,
13002,简称缺失,1,1,0,002170,,,,,,,,,,
8808,简称缺失,1,1,0,016465,,,,,,,,,,
12934,简称缺失,1,1,0,011145,,,,,,,,,,
12935,简称缺失,1,1,0,011120,,,,,,,,,,
12936,简称缺失,1,1,0,011117,,,,,,,,,,
12937,简称缺失,1,1,0,011068,,,,,,,,,,
12938,简称缺失,1,1,0,011036,,,,,,,,,,
12939,简称缺失,1,1,0,010865,,,,,,,,,,
12940,简称缺失,1,1,0,010827,,,,,,,,,,
12941,简称缺失,1,1,0,010791,,,,,,,,,,
12942,简称缺失,1,1,0,010655,,,,,,,,,,
12943,简称缺失,1,1,0,010422,,,,,,,,,,
12912,简称缺失,1,1,0,012895,,,,,,,,,,
12913,简称缺失,1,1,0,012734,,,,,,,,,,
12914,简称缺失,1,1,0,012651,,,,,,,,,,
12968,简称缺失,1,1,0,008021,,,,,,,,,,
12916,简称缺失,1,1,0,012553,,,,,,,,,,
12917,简称缺失,1,1,0,012429,,,,,,,,,,
12918,简称缺失,1,1,0,012125,,,,,,,,,,
12919,简称缺失,1,1,0,011892,,,,,,,,,,
12920,简称缺失,1,1,0,011840,,,,,,,,,,
12921,简称缺失,1,1,0,011615,,,,,,,,,,
12922,简称缺失,1,1,0,011613,,,,,,,,,,
12923,简称缺失,1,1,0,011609,,,,,,,,,,
12924,简称缺失,1,1,0,011584,,,,,,,,,,
12925,简称缺失,1,1,0,011499,,,,,,,,,,
12926,简称缺失,1,1,0,011452,,,,,,,,,,
12927,简称缺失,1,1,0,011412,,,,,,,,,,
12896,简称缺失,1,1,0,014156,,,,,,,,,,
12897,简称缺失,1,1,0,014143,,,,,,,,,,
12915,简称缺失,1,1,0,012630,,,,,,,,,,
12969,简称缺失,1,1,0,007950,,,,,,,,,,
12970,简称缺失,1,1,0,007818,,,,,,,,,,
12971,简称缺失,1,1,0,007509,,,,,,,,,,
12972,简称缺失,1,1,0,007491,,,,,,,,,,
12973,简称缺失,1,1,0,007465,,,,,,,,,,
12974,简称缺失,1,1,0,007450,,,,,,,,,,
12975,简称缺失,1,1,0,007356,,,,,,,,,,
12944,简称缺失,1,1,0,010392,,,,,,,,,,
12945,简称缺失,1,1,0,010372,,,,,,,,,,
12946,简称缺失,1,1,0,010236,,,,,,,,,,
12947,简称缺失,1,1,0,010214,,,,,,,,,,
12948,简称缺失,1,1,0,010004,,,,,,,,,,
12949,简称缺失,1,1,0,009995,,,,,,,,,,
12933,简称缺失,1,1,0,011237,,,,,,,,,,
12951,简称缺失,1,1,0,009708,,,,,,,,,,
12952,简称缺失,1,1,0,009505,,,,,,,,,,
12953,简称缺失,1,1,0,009478,,,,,,,,,,
12954,简称缺失,1,1,0,009034,,,,,,,,,,
12955,简称缺失,1,1,0,008989,,,,,,,,,,
12956,简称缺失,1,1,0,008987,,,,,,,,,,
12957,简称缺失,1,1,0,008981,,,,,,,,,,
12958,简称缺失,1,1,0,008920,,,,,,,,,,
12959,简称缺失,1,1,0,008586,,,,,,,,,,
12928,简称缺失,1,1,0,011400,,,,,,,,,,
12929,简称缺失,1,1,0,011370,,,,,,,,,,
12930,简称缺失,1,1,0,011329,,,,,,,,,,
12931,简称缺失,1,1,0,011306,,,,,,,,,,
12932,简称缺失,1,1,0,011301,,,,,,,,,,
12950,简称缺失,1,1,0,009727,,,,,,,,,,
13256,简称缺失,1,1,0,012125,,,,,,,,,,
13257,简称缺失,1,1,0,011892,,,,,,,,,,
13258,简称缺失,1,1,0,011840,,,,,,,,,,
13259,简称缺失,1,1,0,011615,,,,,,,,,,
13260,简称缺失,1,1,0,011613,,,,,,,,,,
13261,简称缺失,1,1,0,011609,,,,,,,,,,
13262,简称缺失,1,1,0,011584,,,,,,,,,,
13263,简称缺失,1,1,0,011499,,,,,,,,,,
13232,简称缺失,1,1,0,014243,,,,,,,,,,
13233,简称缺失,1,1,0,014162,,,,,,,,,,
13234,简称缺失,1,1,0,014156,,,,,,,,,,
13235,简称缺失,1,1,0,014143,,,,,,,,,,
13236,简称缺失,1,1,0,014130,,,,,,,,,,
8796,简称缺失,1,1,0,015290,,,,,,,,,,
13238,简称缺失,1,1,0,013811,,,,,,,,,,
13239,简称缺失,1,1,0,013642,,,,,,,,,,
13240,简称缺失,1,1,0,013620,,,,,,,,,,
13241,简称缺失,1,1,0,013533,,,,,,,,,,
13242,简称缺失,1,1,0,013466,,,,,,,,,,
13243,简称缺失,1,1,0,013340,,,,,,,,,,
13244,简称缺失,1,1,0,013311,,,,,,,,,,
13245,简称缺失,1,1,0,013305,,,,,,,,,,
13246,简称缺失,1,1,0,013277,,,,,,,,,,
13247,简称缺失,1,1,0,013010,,,,,,,,,,
13216,简称缺失,1,1,0,015683,,,,,,,,,,
13217,简称缺失,1,1,0,015642,,,,,,,,,,
13218,简称缺失,1,1,0,015508,,,,,,,,,,
13219,简称缺失,1,1,0,015454,,,,,,,,,,
13237,简称缺失,1,1,0,013841,,,,,,,,,,
13291,简称缺失,1,1,0,009478,,,,,,,,,,
13292,简称缺失,1,1,0,009034,,,,,,,,,,
13293,简称缺失,1,1,0,008989,,,,,,,,,,
13294,简称缺失,1,1,0,008987,,,,,,,,,,
13295,简称缺失,1,1,0,008981,,,,,,,,,,
13264,简称缺失,1,1,0,011452,,,,,,,,,,
13265,简称缺失,1,1,0,011412,,,,,,,,,,
13266,简称缺失,1,1,0,011400,,,,,,,,,,
13267,简称缺失,1,1,0,011370,,,,,,,,,,
13268,简称缺失,1,1,0,011329,,,,,,,,,,
13269,简称缺失,1,1,0,011306,,,,,,,,,,
13270,简称缺失,1,1,0,011301,,,,,,,,,,
13271,简称缺失,1,1,0,011237,,,,,,,,,,
13255,简称缺失,1,1,0,012429,,,,,,,,,,
13273,简称缺失,1,1,0,011120,,,,,,,,,,
13274,简称缺失,1,1,0,011117,,,,,,,,,,
13275,简称缺失,1,1,0,011068,,,,,,,,,,
13276,简称缺失,1,1,0,011036,,,,,,,,,,
13277,简称缺失,1,1,0,010865,,,,,,,,,,
13278,简称缺失,1,1,0,010827,,,,,,,,,,
13279,简称缺失,1,1,0,010791,,,,,,,,,,
13248,简称缺失,1,1,0,012970,,,,,,,,,,
13249,简称缺失,1,1,0,012908,,,,,,,,,,
13250,简称缺失,1,1,0,012895,,,,,,,,,,
13251,简称缺失,1,1,0,012734,,,,,,,,,,
13252,简称缺失,1,1,0,012651,,,,,,,,,,
13253,简称缺失,1,1,0,012630,,,,,,,,,,
13254,简称缺失,1,1,0,012553,,,,,,,,,,
13272,简称缺失,1,1,0,011145,,,,,,,,,,
13186,简称缺失,1,1,0,020398,,,,,,,,,,
13187,简称缺失,1,1,0,019514,,,,,,,,,,
13188,简称缺失,1,1,0,015389,,,,,,,,,,
13189,简称缺失,1,1,0,020662,,,,,,,,,,
13190,简称缺失,1,1,0,015290,,,,,,,,,,
13191,简称缺失,1,1,0,015857,,,,,,,,,,
13192,简称缺失,1,1,0,021500,,,,,,,,,,
13193,简称缺失,1,1,0,008888,,,,,,,,,,
13194,简称缺失,1,1,0,519022,,,,,,,,,,
13195,简称缺失,1,1,0,160424,,,,,,,,,,
13196,简称缺失,1,1,0,019548,,,,,,,,,,
13197,简称缺失,1,1,0,018994,,,,,,,,,,
13198,简称缺失,1,1,0,017811,,,,,,,,,,
13220,简称缺失,1,1,0,015144,,,,,,,,,,
13182,简称缺失,1,1,0,009645,,,,,,,,,,
13183,简称缺失,1,1,0,018957,,,,,,,,,,
13008,简称缺失,1,1,0,001618,,,,,,,,,,
13009,简称缺失,1,1,0,001593,,,,,,,,,,
13010,简称缺失,1,1,0,001557,,,,,,,,,,
13011,简称缺失,1,1,0,001407,,,,,,,,,,
8788,简称缺失,1,1,0,009645,,,,,,,,,,
8789,简称缺失,1,1,0,018957,,,,,,,,,,
8790,简称缺失,1,1,0,020635,,,,,,,,,,
8791,简称缺失,1,1,0,021031,,,,,,,,,,
8792,简称缺失,1,1,0,020398,,,,,,,,,,
8793,简称缺失,1,1,0,019514,,,,,,,,,,
8794,简称缺失,1,1,0,015389,,,,,,,,,,
8795,简称缺失,1,1,0,020662,,,,,,,,,,
13199,简称缺失,1,1,0,017437,,,,,,,,,,
13221,简称缺失,1,1,0,015039,,,,,,,,,,
13222,简称缺失,1,1,0,014985,,,,,,,,,,
13223,简称缺失,1,1,0,014954,,,,,,,,,,
13224,简称缺失,1,1,0,014855,,,,,,,,,,
13225,简称缺失,1,1,0,014728,,,,,,,,,,
13226,简称缺失,1,1,0,014662,,,,,,,,,,
13227,简称缺失,1,1,0,014642,,,,,,,,,,
13228,简称缺失,1,1,0,014544,,,,,,,,,,
13229,简称缺失,1,1,0,014377,,,,,,,,,,
13230,简称缺失,1,1,0,014345,,,,,,,,,,
13231,简称缺失,1,1,0,014320,,,,,,,,,,
13200,简称缺失,1,1,0,016616,,,,,,,,,,
13201,简称缺失,1,1,0,016600,,,,,,,,,,
13185,简称缺失,1,1,0,021031,,,,,,,,,,
13203,简称缺失,1,1,0,016371,,,,,,,,,,
13204,简称缺失,1,1,0,016283,,,,,,,,,,
13205,简称缺失,1,1,0,016238,,,,,,,,,,
13206,简称缺失,1,1,0,016068,,,,,,,,,,
13207,简称缺失,1,1,0,016049,,,,,,,,,,
13208,简称缺失,1,1,0,015971,,,,,,,,,,
13209,简称缺失,1,1,0,015968,,,,,,,,,,
13210,简称缺失,1,1,0,015947,,,,,,,,,,
13211,简称缺失,1,1,0,015877,,,,,,,,,,
13212,简称缺失,1,1,0,015868,,,,,,,,,,
13213,简称缺失,1,1,0,015751,,,,,,,,,,
13214,简称缺失,1,1,0,015690,,,,,,,,,,
13215,简称缺失,1,1,0,015686,,,,,,,,,,
13184,简称缺失,1,1,0,020635,,,,,,,,,,
13202,简称缺失,1,1,0,016465,,,,,,,,,,
10472,简称缺失,1,1,0,001770,,,,,,,,,,
10473,简称缺失,1,1,0,001618,,,,,,,,,,
10474,简称缺失,1,1,0,001593,,,,,,,,,,
10475,简称缺失,1,1,0,001557,,,,,,,,,,
10476,简称缺失,1,1,0,001407,,,,,,,,,,
10477,简称缺失,1,1,0,001301,,,,,,,,,,
10448,简称缺失,1,1,0,006249,,,,,,,,,,
10449,简称缺失,1,1,0,005963,,,,,,,,,,
10450,简称缺失,1,1,0,005919,,,,,,,,,,
10451,简称缺失,1,1,0,005763,,,,,,,,,,
10452,简称缺失,1,1,0,005633,,,,,,,,,,
10453,简称缺失,1,1,0,005491,,,,,,,,,,
10454,简称缺失,1,1,0,005300,,,,,,,,,,
9184,简称缺失,1,1,1,013620,,,,,,,,,,
10456,简称缺失,1,1,0,004744,,,,,,,,,,
10457,简称缺失,1,1,0,004433,,,,,,,,,,
10458,简称缺失,1,1,0,004348,,,,,,,,,,
10459,简称缺失,1,1,0,004343,,,,,,,,,,
10460,简称缺失,1,1,0,004241,,,,,,,,,,
10461,简称缺失,1,1,0,004237,,,,,,,,,,
10462,简称缺失,1,1,0,004235,,,,,,,,,,
10463,简称缺失,1,1,0,004195,,,,,,,,,,
10432,简称缺失,1,1,0,008087,,,,,,,,,,
10433,简称缺失,1,1,0,008021,,,,,,,,,,
10434,简称缺失,1,1,0,007950,,,,,,,,,,
10435,简称缺失,1,1,0,007818,,,,,,,,,,
10436,简称缺失,1,1,0,007509,,,,,,,,,,
10437,简称缺失,1,1,0,007491,,,,,,,,,,
10455,简称缺失,1,1,0,004815,,,,,,,,,,
10117,简称缺失,1,1,0,004815,,,,,,,,,,
10118,简称缺失,1,1,0,004744,,,,,,,,,,
10119,简称缺失,1,1,0,004433,,,,,,,,,,
10120,简称缺失,1,1,0,004348,,,,,,,,,,
10121,简称缺失,1,1,0,004343,,,,,,,,,,
10122,简称缺失,1,1,0,004241,,,,,,,,,,
10123,简称缺失,1,1,0,004237,,,,,,,,,,
10124,简称缺失,1,1,0,004235,,,,,,,,,,
10125,简称缺失,1,1,0,004195,,,,,,,,,,
10126,简称缺失,1,1,0,003766,,,,,,,,,,
10127,简称缺失,1,1,0,003305,,,,,,,,,,
10096,简称缺失,1,1,0,007950,,,,,,,,,,
24167,简称缺失,1,1,0,009645,,,,,,,,,,
10471,简称缺失,1,1,0,002036,,,,,,,,,,
24169,简称缺失,1,1,0,020635,,,,,,,,,,
24170,简称缺失,1,1,0,021031,,,,,,,,,,
