日期,优先级,基金代码,行动提示,最大回撤(%),当日跌幅(%),RSI,MACD信号,布林带位置,MA50/MA250(d2),MA50/MA250趋势,趋势健康度,净值/MA50,净值/MA250,最新净值,试水买价(跌3%),近一周连跌
2025-11-14,P3,6910,关注 (回撤 9.28%),9.28%,0.78%,40.5,观察,轨道中间,1.32,向上,健康,1.0,1.32,1.9901,1.930397,2
2025-11-14,P3,11036,关注 (回撤 9.16%),9.16%,2.11%,45.61,观察,轨道中间,1.36,向上,健康,1.01,1.36,1.2299,1.193003,3
2025-11-14,P3,11317,关注 (回撤 9.00%),9.00%,2.24%,54.02,观察,轨道中间,1.26,向上,健康,1.03,1.29,1.1201,1.086497,3
2025-11-14,P3,10356,关注 (回撤 8.99%),8.99%,2.37%,52.09,观察,轨道中间,1.3,向上,健康,1.03,1.34,2.1866,2.121002,3
2025-11-14,P3,8400,关注 (回撤 8.93%),8.93%,1.33%,47.06,观察,轨道中间,1.28,向上,健康,1.02,1.31,1.9418,1.883546,3
2025-11-14,P3,15795,关注 (回撤 8.67%),8.67%,1.75%,50.53,观察,轨道中间,1.32,向上,健康,1.02,1.35,1.2461,1.208717,3
2025-11-14,P3,12718,关注 (回撤 8.61%),8.61%,1.42%,39.9,观察,轨道中间,1.26,向上,健康,1.0,1.26,1.0766,1.044302,3
2025-11-14,P3,14332,关注 (回撤 8.61%),8.61%,2.09%,45.55,观察,轨道中间,1.35,向上,健康,1.01,1.36,1.1794,1.144018,3
2025-11-14,P3,7984,关注 (回撤 8.25%),8.25%,1.03%,38.32,观察,轨道中间,1.22,向上,健康,0.99,1.21,1.8535,1.7978949999999998,3
2025-11-14,P3,4433,关注 (回撤 7.99%),7.99%,3.91%,59.49,观察,上轨附近,1.33,向上,健康,1.1,1.47,1.7355,1.683435,1
2025-11-14,P3,10063,关注 (回撤 7.96%),7.96%,2.57%,64.27,观察,上轨附近,1.22,向上,健康,1.09,1.33,0.9259,0.8981229999999999,2
2025-11-14,P3,12901,关注 (回撤 7.91%),7.91%,1.69%,47.78,观察,轨道中间,1.31,向上,健康,1.02,1.33,0.877,0.85069,3
2025-11-14,P3,5627,关注 (回撤 7.89%),7.89%,1.54%,46.44,观察,轨道中间,1.24,向上,健康,1.01,1.26,2.3431,2.272807,3
2025-11-14,P3,13081,关注 (回撤 7.83%),7.83%,3.87%,58.61,观察,上轨附近,1.35,向上,健康,1.1,1.49,2.6634,2.583498,2
2025-11-14,P3,11372,关注 (回撤 7.74%),7.74%,-0.65%,55.61,观察,轨道中间,1.2,平稳,健康,0.99,1.19,0.706,0.68482,2
2025-11-14,P3,13278,关注 (回撤 7.56%),7.56%,0.77%,46.28,观察,轨道中间,1.19,平稳,健康,0.99,1.18,1.171,1.13587,2
2025-11-14,P3,5727,关注 (回撤 7.24%),7.24%,1.79%,58.49,金叉,轨道中间,1.15,平稳,健康,1.02,1.17,1.2885,1.249845,2
2025-11-14,P3,501037,关注 (回撤 7.14%),7.14%,1.35%,54.79,观察,轨道中间,1.17,向上,健康,1.02,1.19,1.3692,1.328124,2
2025-11-14,P3,15596,关注 (回撤 7.03%),7.03%,3.82%,59.21,观察,上轨附近,1.34,向上,健康,1.1,1.48,2.1602,2.095394,1
2025-11-14,P3,11965,关注 (回撤 6.90%),6.90%,1.46%,55.1,观察,轨道中间,1.17,向上,健康,1.02,1.19,1.1626,1.127722,2
2025-11-14,P3,7413,关注 (回撤 6.88%),6.88%,1.59%,58.92,观察,轨道中间,1.21,向上,健康,1.03,1.24,1.7665,1.7135049999999998,2
2025-11-14,P3,70039,关注 (回撤 6.82%),6.82%,1.46%,55.16,观察,轨道中间,1.17,向上,健康,1.02,1.19,1.6547,1.605059,2
2025-11-14,P3,4348,关注 (回撤 6.78%),6.78%,1.47%,55.2,观察,轨道中间,1.17,向上,健康,1.02,1.19,2.0013,1.941261,2
2025-11-14,P3,6382,关注 (回撤 6.72%),6.72%,1.46%,55.24,观察,轨道中间,1.17,向上,健康,1.02,1.19,0.8563,0.8306109999999999,2
2025-11-14,P3,7029,关注 (回撤 6.71%),6.71%,1.45%,55.51,观察,轨道中间,1.17,向上,健康,1.02,1.19,1.7227,1.6710189999999998,2
2025-11-14,P3,5919,关注 (回撤 6.70%),6.70%,1.46%,55.55,观察,轨道中间,1.17,向上,健康,1.02,1.19,1.4492,1.405724,2
2025-11-14,P3,6938,关注 (回撤 6.69%),6.69%,1.46%,55.43,观察,轨道中间,1.17,向上,健康,1.02,1.2,2.2308,2.163876,2
2025-11-14,P3,7223,关注 (回撤 6.67%),6.67%,1.46%,56.36,观察,轨道中间,1.17,向上,健康,1.02,1.2,1.3858,1.344226,2
2025-11-14,P3,8001,关注 (回撤 6.64%),6.64%,1.43%,55.5,观察,轨道中间,1.17,向上,健康,1.02,1.19,1.4416,1.398352,2
2025-11-14,P3,6215,关注 (回撤 6.49%),6.49%,1.44%,55.33,观察,轨道中间,1.17,向上,健康,1.02,1.2,1.3962,1.354314,2
2025-11-14,P3,7794,关注 (回撤 6.38%),6.38%,1.20%,49.81,观察,轨道中间,1.17,向上,健康,1.01,1.19,1.9466,1.888202,2
2025-11-14,P3,15454,关注 (回撤 6.37%),6.37%,1.63%,58.81,观察,轨道中间,1.2,向上,健康,1.04,1.25,1.3548,1.314156,2
2025-11-14,P3,14345,关注 (回撤 6.34%),6.34%,1.27%,50.18,观察,轨道中间,1.22,向上,健康,1.02,1.25,1.4161,1.373617,3
2025-11-14,P3,5795,关注 (回撤 6.06%),6.06%,1.09%,48.7,观察,轨道中间,1.19,平稳,健康,1.01,1.2,1.6321,1.583137,2
2025-11-15,P1A,10524,🌟 P1-极值超卖 (RSI<=29),13.60%,-3.32%,22.72,观察,下轨附近,1.48,向上,健康,0.96,1.43,1.4631,1.419207,2
2025-11-15,P1A,8327,🌟 P1-极值超卖 (RSI<=29),13.36%,-3.26%,20.69,观察,下轨附近,1.51,向上,健康,0.96,1.44,2.2458,2.178426,2
2025-11-15,P1A,7301,🌟 P1-极值超卖 (RSI<=29),12.81%,-3.16%,24.95,观察,下轨附近,1.26,向上,健康,0.97,1.22,2.7034,2.622298,2
2025-11-15,P1A,12838,🌟 P1-极值超卖 (RSI<=29),12.74%,-3.19%,24.81,观察,下轨附近,1.26,向上,健康,0.97,1.23,0.9131,0.885707,2
2025-11-15,P1A,15788,🌟 P1-极值超卖 (RSI<=29),12.65%,-3.06%,25.68,观察,下轨附近,1.21,向上,健康,0.96,1.16,1.464,1.42008,2
2025-11-15,P1A,15337,🌟 P1-极值超卖 (RSI<=29),12.58%,-3.46%,24.93,观察,下轨附近,1.26,向上,健康,0.97,1.23,1.2405,1.203285,2
2025-11-15,P1A,12630,🌟 P1-极值超卖 (RSI<=29),12.56%,-3.50%,24.38,观察,下轨附近,1.27,向上,健康,0.97,1.23,0.995,0.96515,2
2025-11-15,P1A,12553,🌟 P1-极值超卖 (RSI<=29),12.53%,-3.48%,24.97,观察,下轨附近,1.27,向上,健康,0.97,1.23,1.0741,1.041877,2
2025-11-15,P1A,8888,🌟 P1-极值超卖 (RSI<=29),12.47%,-3.42%,24.47,观察,下轨附近,1.27,向上,健康,0.97,1.24,1.4588,1.415036,2
2025-11-15,P1A,14194,🌟 P1-极值超卖 (RSI<=29),12.46%,-3.49%,26.92,观察,轨道中间,1.3,向上,健康,1.0,1.3,1.1834,1.147898,2
2025-11-15,P1A,10531,🌟 P1-极值超卖 (RSI<=29),12.36%,-3.27%,23.84,观察,下轨附近,1.35,向上,健康,0.96,1.29,1.4476,1.404172,2
2025-11-15,P1A,14777,🌟 P1-极值超卖 (RSI<=29),12.32%,-3.47%,25.09,观察,下轨附近,1.26,向上,健康,0.97,1.23,1.1957,1.159829,2
2025-11-15,P1A,12970,🌟 P1-极值超卖 (RSI<=29),12.25%,-3.40%,24.52,观察,下轨附近,1.27,向上,健康,0.97,1.23,1.0355,1.004435,2
2025-11-15,P1A,15895,🌟 P1-极值超卖 (RSI<=29),12.18%,-3.46%,26.2,观察,下轨附近,1.3,向上,健康,0.96,1.25,1.4498,1.4063059999999998,2
2025-11-15,P1A,12551,🌟 P1-极值超卖 (RSI<=29),12.02%,-3.28%,24.88,观察,下轨附近,1.3,向上,健康,0.96,1.25,1.1742,1.138974,2
2025-11-15,P1A,14419,🌟 P1-极值超卖 (RSI<=29),11.98%,-3.18%,25.67,观察,下轨附近,1.27,向上,健康,0.97,1.24,1.104,1.07088,2
2025-11-15,P1A,15877,🌟 P1-极值超卖 (RSI<=29),11.97%,-3.39%,26.33,观察,下轨附近,1.31,向上,健康,0.96,1.26,1.484,1.43948,2
2025-11-15,P1A,1618,🌟 P1-极值超卖 (RSI<=29),11.65%,-3.12%,24.96,观察,下轨附近,1.3,向上,健康,0.97,1.25,1.8462,1.790814,2
2025-11-15,P1A,12040,🌟 P1-极值超卖 (RSI<=29),11.61%,-3.03%,25.4,观察,下轨附近,1.26,向上,健康,0.96,1.22,1.307,1.26779,2
2025-11-15,P1A,11840,🌟 P1-极值超卖 (RSI<=29),10.90%,-3.08%,21.99,观察,下轨附近,1.35,向上,健康,0.95,1.29,1.4153,1.372841,1
2025-11-15,P1A,9239,🌟 P1-极值超卖 (RSI<=29),10.89%,-3.07%,22.08,观察,下轨附近,1.35,向上,健康,0.95,1.29,2.155,2.09035,1
2025-11-15,P1A,12734,🌟 P1-极值超卖 (RSI<=29),10.85%,-3.08%,22.1,观察,下轨附近,1.35,向上,健康,0.95,1.29,1.6161,1.567617,1
2025-11-15,P1A,11833,🌟 P1-极值超卖 (RSI<=29),10.47%,-3.03%,22.54,观察,下轨附近,1.33,向上,健康,0.96,1.28,1.3748,1.333556,1
2025-11-15,P1A,14544,🌟 P1-极值超卖 (RSI<=29),10.45%,-3.13%,23.54,观察,下轨附近,1.34,向上,健康,0.96,1.29,1.5838,1.536286,1
2025-11-15,P1B,13292,🌟 P1-极值超卖 (RSI<=29),13.96%,-1.44%,22.31,观察,下轨附近,1.15,向上,健康,0.94,1.08,1.984,1.92448,2
2025-11-15,P1B,10956,🌟 P1-极值超卖 (RSI<=29),13.92%,-1.49%,22.55,观察,下轨附近,1.15,向上,健康,0.94,1.08,1.0659,1.033923,2
2025-11-15,P1B,7816,🌟 P1-极值超卖 (RSI<=29),11.89%,-2.18%,18.83,观察,下轨附近,1.28,向上,健康,0.94,1.2,1.4473,1.403881,2
2025-11-15,P1B,14172,🌟 P1-极值超卖 (RSI<=29),11.75%,-2.17%,26.75,观察,下轨附近,1.25,向上,健康,0.96,1.2,1.262,1.22414,2
2025-11-15,P1B,2974,🌟 P1-极值超卖 (RSI<=29),11.55%,-2.92%,24.89,观察,下轨附近,1.25,向上,健康,0.96,1.2,1.5247,1.478959,2
2025-11-15,P1B,13894,🌟 P1-极值超卖 (RSI<=29),11.39%,-2.57%,28.1,观察,下轨附近,1.25,向上,健康,0.97,1.22,1.1866,1.151002,2
2025-11-15,P1B,13122,🌟 P1-极值超卖 (RSI<=29),10.84%,-2.90%,23.83,观察,下轨附近,1.25,向上,健康,0.96,1.21,1.08,1.0476,2
2025-11-15,P1B,7874,🌟 P1-极值超卖 (RSI<=29),10.83%,-2.96%,21.53,观察,下轨附近,1.3,向上,健康,0.96,1.25,1.5813,1.533861,2
2025-11-15,P1B,11611,🌟 P1-极值超卖 (RSI<=29),10.77%,-2.59%,28.94,观察,下轨附近,1.25,向上,健康,0.98,1.22,1.0523,1.020731,2
2025-11-15,P1B,14855,🌟 P1-极值超卖 (RSI<=29),10.63%,-2.91%,27.13,观察,下轨附近,1.32,向上,健康,1.01,1.33,1.8443,1.788971,2
2025-11-15,P1B,15676,🌟 P1-极值超卖 (RSI<=29),10.47%,-2.48%,25.32,观察,下轨附近,1.24,向上,健康,0.96,1.19,1.5989,1.550933,2
2025-11-15,P1B,14173,🌟 P1-极值超卖 (RSI<=29),10.46%,-2.44%,26.11,观察,下轨附近,1.25,向上,健康,0.96,1.21,1.202,1.16594,2
2025-11-15,P1B,13084,🌟 P1-极值超卖 (RSI<=29),10.37%,-1.78%,28.31,观察,下轨附近,1.19,平稳,健康,0.97,1.16,1.1777,1.142369,2
2025-11-15,P1B,12809,🌟 P1-极值超卖 (RSI<=29),10.27%,-2.38%,27.97,观察,下轨附近,1.2,平稳,健康,0.97,1.16,1.085,1.05245,1
2025-11-15,P1B,14130,关注 (回撤 9.89%),9.89%,-2.74%,25.29,观察,下轨附近,1.25,向上,健康,0.95,1.19,1.6336,1.584592,1
2025-11-15,P1B,6910,关注 (回撤 9.67%),9.67%,-2.46%,27.75,观察,下轨附近,1.32,向上,健康,0.97,1.28,1.9411,1.882867,1
2025-11-15,P1B,12718,关注 (回撤 8.61%),8.61%,-2.81%,27.16,观察,下轨附近,1.26,向上,健康,0.98,1.23,1.0463,1.014911,2
2025-11-15,P1B,7984,关注 (回撤 8.42%),8.42%,-2.15%,26.96,观察,下轨附近,1.22,向上,健康,0.97,1.19,1.8136,1.759192,2
2025-11-15,P2,13811,🔥 P2-强力超卖 (RSI<=35),11.02%,-2.61%,29.36,观察,下轨附近,1.26,向上,健康,0.98,1.23,0.9518,0.923246,2
2025-11-15,P2,11609,🔥 P2-强力超卖 (RSI<=35),10.99%,-2.58%,29.31,观察,下轨附近,1.26,向上,健康,0.98,1.23,1.0433,1.012001,2
2025-11-15,P2,11613,🔥 P2-强力超卖 (RSI<=35),10.90%,-2.57%,29.35,观察,下轨附近,1.25,向上,健康,0.98,1.23,1.0705,1.038385,2
2025-11-15,P2,14219,🔥 P2-强力超卖 (RSI<=35),10.73%,-3.65%,34.06,观察,轨道中间,1.39,向上,健康,1.0,1.39,1.3779,1.336563,1
2025-11-15,P2,16123,🔥 P2-强力超卖 (RSI<=35),10.33%,-3.09%,34.27,观察,轨道中间,1.37,向上,健康,1.0,1.37,1.3169,1.277393,1
2025-11-15,P2,13299,🔥 P2-强力超卖 (RSI<=35),10.11%,-3.12%,33.56,观察,轨道中间,1.37,向上,健康,1.0,1.36,1.0179,0.987363,2
2025-11-15,P2,12908,🔥 P2-强力超卖 (RSI<=35),10.04%,-3.10%,33.97,观察,轨道中间,1.37,向上,健康,1.0,1.37,0.9886,0.958942,2
2025-11-15,P2,13316,关注 (回撤 9.99%),9.99%,-3.10%,33.86,观察,轨道中间,1.37,向上,健康,1.0,1.36,0.9648,0.935856,2
2025-11-15,P2,13305,关注 (回撤 9.98%),9.98%,-3.11%,33.99,观察,轨道中间,1.37,向上,健康,1.0,1.37,1.0409,1.0096729999999998,2
2025-11-15,P2,13318,关注 (回撤 9.95%),9.95%,-3.07%,33.82,观察,轨道中间,1.36,向上,健康,1.0,1.36,1.0217,0.991049,2
2025-11-15,P2,13303,关注 (回撤 9.92%),9.92%,-3.12%,34.1,观察,轨道中间,1.36,向上,健康,1.0,1.36,1.0718,1.039646,2
2025-11-15,P2,12899,关注 (回撤 9.75%),9.75%,-3.08%,34.09,观察,轨道中间,1.36,向上,健康,1.0,1.36,0.9889,0.959233,2
2025-11-15,P2,11036,关注 (回撤 9.16%),9.16%,-1.37%,34.85,观察,下轨附近,1.35,平稳,健康,0.99,1.34,1.2131,1.176707,2
2025-11-15,P2,14332,关注 (回撤 8.61%),8.61%,-1.35%,34.83,观察,下轨附近,1.35,向上,健康,0.99,1.34,1.1635,1.128595,2
2025-11-15,P3,23567,观察中 (RSI未超卖),20.52%,-1.93%,36.85,观察,**下轨下方**,,数据不足,数据不足,0.88,,1.0077,0.977469,4
2025-11-15,P3,3305,观察中 (RSI未超卖),16.71%,-1.24%,39.07,观察,下轨附近,1.34,平稳,健康,0.94,1.26,4.451,4.317469999999999,2
2025-11-15,P3,9645,观察中 (RSI未超卖),15.02%,0.10%,43.25,观察,下轨附近,1.38,向上,健康,0.93,1.28,1.7682,1.7151539999999998,3
2025-11-15,P3,12555,观察中 (RSI未超卖),10.23%,-2.82%,37.74,观察,轨道中间,1.34,向上,健康,0.99,1.34,0.9691,0.940027,2
2025-11-15,P3,14985,关注 (回撤 9.98%),9.98%,-2.83%,39.99,观察,轨道中间,1.34,向上,健康,1.01,1.35,1.7027,1.651619,2
2025-11-15,P3,160424,关注 (回撤 9.92%),9.92%,-2.81%,40.06,观察,轨道中间,1.35,向上,健康,1.01,1.36,2.3748,2.303556,2
2025-11-15,P3,14662,关注 (回撤 9.85%),9.85%,-0.76%,57.19,观察,轨道中间,1.18,向上,健康,1.07,1.27,2.1245,2.060765,1
2025-11-15,P3,8987,关注 (回撤 9.72%),9.72%,-0.75%,57.02,观察,轨道中间,1.18,向上,健康,1.07,1.27,2.0083,1.948051,1
2025-11-15,P3,1593,关注 (回撤 9.58%),9.58%,-2.71%,41.07,观察,轨道中间,1.3,向上,健康,1.01,1.31,1.2346,1.1975619999999998,2
2025-11-15,P3,13277,关注 (回撤 9.52%),9.52%,-2.67%,40.88,观察,轨道中间,1.3,向上,健康,1.01,1.31,1.1174,1.083878,2
2025-11-15,P3,15673,关注 (回撤 9.49%),9.49%,-2.69%,40.81,观察,轨道中间,1.3,向上,健康,1.01,1.31,1.3895,1.347815,2
2025-11-15,P3,7665,关注 (回撤 9.45%),9.45%,-2.69%,41.0,观察,轨道中间,1.31,向上,健康,1.01,1.32,1.712,1.66064,2
2025-11-15,P3,15600,关注 (回撤 9.45%),9.45%,-2.69%,40.99,观察,轨道中间,1.31,向上,健康,1.01,1.32,1.7195,1.667915,2
2025-11-15,P3,4744,关注 (回撤 9.42%),9.42%,-2.68%,41.04,观察,轨道中间,1.3,向上,健康,1.01,1.31,3.1086,3.015342,2
2025-11-15,P3,11317,关注 (回撤 9.00%),9.00%,-2.51%,41.75,观察,轨道中间,1.26,向上,健康,1.0,1.26,1.092,1.05924,2
2025-11-15,P3,10356,关注 (回撤 8.99%),8.99%,-2.87%,40.99,观察,轨道中间,1.3,向上,健康,1.0,1.3,2.1238,2.060086,2
2025-11-15,P3,8400,关注 (回撤 8.93%),8.93%,-2.13%,37.3,观察,轨道中间,1.28,向上,健康,1.0,1.28,1.9004,1.843388,2
2025-11-15,P3,15795,关注 (回撤 8.67%),8.67%,-2.79%,38.62,观察,轨道中间,1.32,向上,健康,0.99,1.31,1.2113,1.174961,2
2025-11-15,P3,4433,关注 (回撤 7.99%),7.99%,-1.98%,51.5,观察,轨道中间,1.33,向上,健康,1.08,1.43,1.7012,1.650164,1
2025-11-15,P3,10063,关注 (回撤 7.96%),7.96%,-2.21%,53.09,观察,轨道中间,1.22,向上,健康,1.06,1.3,0.9054,0.878238,1
2025-11-15,P3,12901,关注 (回撤 7.91%),7.91%,-2.39%,37.58,观察,轨道中间,1.3,向上,健康,0.99,1.3,0.856,0.83032,2
2025-11-15,P3,5627,关注 (回撤 7.89%),7.89%,-1.69%,35.72,观察,轨道中间,1.24,向上,健康,1.0,1.24,2.3035,2.234395,2
2025-11-15,P3,13081,关注 (回撤 7.83%),7.83%,-2.10%,50.12,观察,轨道中间,1.35,向上,健康,1.08,1.45,2.6074,2.529178,2
2025-11-15,P3,11372,关注 (回撤 7.74%),7.74%,-0.65%,55.61,观察,轨道中间,1.2,平稳,健康,0.99,1.19,0.706,0.68482,2
2025-11-15,P3,5727,关注 (回撤 7.24%),7.24%,-1.58%,46.78,死叉,轨道中间,1.15,平稳,健康,1.0,1.15,1.2682,1.230154,2
2025-11-15,P3,501037,关注 (回撤 7.14%),7.14%,-1.47%,42.19,观察,轨道中间,1.17,向上,健康,1.0,1.17,1.3491,1.308627,2
2025-11-15,P3,15596,关注 (回撤 7.03%),7.03%,-2.00%,51.09,观察,轨道中间,1.35,向上,健康,1.08,1.45,2.1171,2.0535870000000003,1
2025-11-15,P3,11965,关注 (回撤 6.90%),6.90%,-1.51%,42.52,观察,轨道中间,1.17,向上,健康,1.0,1.17,1.1451,1.110747,2
2025-11-15,P3,7413,关注 (回撤 6.88%),6.88%,-1.29%,47.91,观察,轨道中间,1.21,平稳,健康,1.02,1.23,1.7438,1.691486,2
2025-11-15,P3,70039,关注 (回撤 6.82%),6.82%,-1.52%,42.55,观察,轨道中间,1.17,向上,健康,1.0,1.17,1.6295,1.580615,2
2025-11-15,P3,4348,关注 (回撤 6.78%),6.78%,-1.53%,42.55,观察,轨道中间,1.17,向上,健康,1.0,1.17,1.9706,1.911482,2
2025-11-15,P3,6382,关注 (回撤 6.72%),6.72%,-1.52%,42.64,观察,轨道中间,1.17,向上,健康,1.0,1.17,0.8433,0.818001,2
2025-11-15,P3,7029,关注 (回撤 6.71%),6.71%,-1.52%,42.84,观察,轨道中间,1.17,向上,健康,1.01,1.18,1.6966,1.645702,2
2025-11-15,P3,5919,关注 (回撤 6.70%),6.70%,-1.53%,42.85,观察,轨道中间,1.17,向上,健康,1.01,1.17,1.427,1.38419,2
2025-11-15,P3,6938,关注 (回撤 6.69%),6.69%,-1.55%,42.72,观察,轨道中间,1.17,向上,健康,1.0,1.18,2.1962,2.1303140000000003,2
2025-11-15,P3,7223,关注 (回撤 6.67%),6.67%,-1.49%,43.67,观察,轨道中间,1.17,向上,健康,1.01,1.18,1.3652,1.324244,2
2025-11-15,P3,8001,关注 (回撤 6.64%),6.64%,-1.48%,42.91,观察,轨道中间,1.17,向上,健康,1.01,1.18,1.4202,1.3775939999999998,2
2025-11-15,P3,6215,关注 (回撤 6.49%),6.49%,-1.55%,42.47,观察,轨道中间,1.17,向上,健康,1.01,1.18,1.3746,1.333362,2
2025-11-15,P3,7794,关注 (回撤 6.38%),6.38%,-1.33%,39.3,观察,轨道中间,1.17,平稳,健康,1.0,1.17,1.9207,1.863079,2
2025-11-15,P3,15454,关注 (回撤 6.37%),6.37%,-1.47%,46.19,观察,轨道中间,1.2,向上,健康,1.02,1.23,1.3349,1.294853,2
2025-11-15,P3,14345,关注 (回撤 6.34%),6.34%,-1.52%,38.27,观察,轨道中间,1.22,向上,健康,1.0,1.23,1.3946,1.352762,2
2025-11-15,P3,5795,关注 (回撤 6.06%),6.06%,-1.45%,37.47,观察,轨道中间,1.19,平稳,健康,0.99,1.18,1.6085,1.560245,2
2025-11-17,P1A,7301,🌟 P1-极值超卖 (RSI<=29),12.81%,-3.16%,24.95,观察,下轨附近,1.26,向上,健康,0.97,1.22,2.7034,2.622298,2
2025-11-17,P1B,13292,🌟 P1-极值超卖 (RSI<=29),13.96%,0.10%,23.48,观察,下轨附近,1.14,平稳,健康,0.95,1.08,1.986,1.92642,1
2025-11-17,P1B,10956,🌟 P1-极值超卖 (RSI<=29),13.92%,0.12%,23.86,观察,下轨附近,1.15,平稳,健康,0.95,1.08,1.0672,1.035184,1
2025-11-17,P1B,10524,🌟 P1-极值超卖 (RSI<=29),13.60%,0.84%,23.89,观察,下轨附近,1.48,向上,健康,0.97,1.44,1.4754,1.431138,2
2025-11-17,P1B,8327,🌟 P1-极值超卖 (RSI<=29),13.36%,0.92%,22.26,观察,下轨附近,1.51,向上,健康,0.96,1.45,2.2664,2.198408,2
2025-11-17,P1B,12630,🌟 P1-极值超卖 (RSI<=29),13.09%,-0.60%,24.66,观察,下轨附近,1.27,向上,健康,0.96,1.22,0.989,0.95933,2
2025-11-17,P1B,8888,🌟 P1-极值超卖 (RSI<=29),12.99%,-0.60%,24.76,观察,下轨附近,1.27,向上,健康,0.97,1.23,1.4501,1.406597,2
2025-11-17,P1B,15788,🌟 P1-极值超卖 (RSI<=29),12.88%,-0.26%,25.95,观察,下轨附近,1.21,向上,健康,0.95,1.15,1.4602,1.416394,2
2025-11-17,P1B,12838,🌟 P1-极值超卖 (RSI<=29),12.87%,-0.15%,25.58,观察,下轨附近,1.26,向上,健康,0.97,1.22,0.9117,0.8843489999999999,2
2025-11-17,P1B,12970,🌟 P1-极值超卖 (RSI<=29),12.77%,-0.59%,24.78,观察,下轨附近,1.27,向上,健康,0.97,1.23,1.0294,0.998518,2
2025-11-17,P1B,15337,🌟 P1-极值超卖 (RSI<=29),12.75%,-0.19%,25.74,观察,下轨附近,1.26,向上,健康,0.97,1.23,1.2381,1.200957,2
2025-11-17,P1B,12553,🌟 P1-极值超卖 (RSI<=29),12.69%,-0.19%,25.73,观察,下轨附近,1.27,向上,健康,0.97,1.23,1.0721,1.039937,2
2025-11-17,P1B,7816,🌟 P1-极值超卖 (RSI<=29),12.52%,-0.71%,18.31,观察,下轨附近,1.27,平稳,健康,0.93,1.19,1.437,1.39389,2
2025-11-17,P1B,14777,🌟 P1-极值超卖 (RSI<=29),12.48%,-0.18%,25.85,观察,下轨附近,1.26,向上,健康,0.97,1.23,1.1935,1.157695,2
2025-11-17,P1B,14194,🌟 P1-极值超卖 (RSI<=29),12.46%,-0.37%,27.59,观察,下轨附近,1.3,向上,健康,0.99,1.29,1.179,1.14363,2
2025-11-17,P1B,10531,🌟 P1-极值超卖 (RSI<=29),12.36%,0.10%,24.72,观察,下轨附近,1.34,向上,健康,0.96,1.29,1.449,1.40553,1
2025-11-17,P1B,12551,🌟 P1-极值超卖 (RSI<=29),12.29%,-0.32%,25.19,观察,下轨附近,1.3,向上,健康,0.96,1.25,1.1704,1.135288,2
2025-11-17,P1B,15895,🌟 P1-极值超卖 (RSI<=29),12.22%,-0.06%,26.46,观察,下轨附近,1.3,向上,健康,0.96,1.25,1.449,1.40553,2
2025-11-17,P1B,14419,🌟 P1-极值超卖 (RSI<=29),12.16%,-0.20%,26.59,观察,下轨附近,1.27,向上,健康,0.97,1.23,1.1018,1.068746,2
2025-11-17,P1B,15877,🌟 P1-极值超卖 (RSI<=29),12.01%,-0.05%,26.43,观察,下轨附近,1.31,向上,健康,0.96,1.25,1.4832,1.438704,2
2025-11-17,P1B,14172,🌟 P1-极值超卖 (RSI<=29),11.75%,0.24%,27.87,观察,下轨附近,1.25,向上,健康,0.97,1.21,1.265,1.22705,1
2025-11-17,P1B,1618,🌟 P1-极值超卖 (RSI<=29),11.73%,-0.09%,25.45,观察,下轨附近,1.29,向上,健康,0.97,1.25,1.8445,1.789165,2
2025-11-17,P1B,12040,🌟 P1-极值超卖 (RSI<=29),11.61%,0.21%,26.29,观察,下轨附近,1.26,向上,健康,0.97,1.22,1.3097,1.270409,1
2025-11-17,P1B,2974,🌟 P1-极值超卖 (RSI<=29),11.55%,0.19%,25.87,观察,下轨附近,1.25,向上,健康,0.96,1.21,1.5276,1.481772,1
2025-11-17,P1B,13894,🌟 P1-极值超卖 (RSI<=29),11.39%,-2.57%,28.1,观察,下轨附近,1.25,向上,健康,0.97,1.22,1.1866,1.151002,2
2025-11-17,P1B,11840,🌟 P1-极值超卖 (RSI<=29),10.90%,0.94%,25.54,观察,下轨附近,1.35,向上,健康,0.96,1.3,1.4286,1.385742,1
2025-11-17,P1B,9239,🌟 P1-极值超卖 (RSI<=29),10.89%,0.92%,25.45,观察,下轨附近,1.35,向上,健康,0.96,1.3,2.1749,2.109653,1
2025-11-17,P1B,12734,🌟 P1-极值超卖 (RSI<=29),10.85%,0.95%,25.68,观察,下轨附近,1.34,向上,健康,0.96,1.3,1.6314,1.582458,1
2025-11-17,P1B,13122,🌟 P1-极值超卖 (RSI<=29),10.84%,0.05%,24.48,观察,下轨附近,1.25,向上,健康,0.96,1.21,1.0805,1.048085,1
2025-11-17,P1B,7874,🌟 P1-极值超卖 (RSI<=29),10.83%,0.04%,22.17,观察,下轨附近,1.3,向上,健康,0.96,1.25,1.582,1.53454,1
2025-11-17,P1B,14855,🌟 P1-极值超卖 (RSI<=29),10.63%,-1.08%,26.48,观察,下轨附近,1.32,向上,健康,1.0,1.31,1.8243,1.769571,2
2025-11-17,P1B,11833,🌟 P1-极值超卖 (RSI<=29),10.47%,0.71%,25.44,观察,下轨附近,1.33,向上,健康,0.97,1.28,1.3846,1.343062,1
